Major,Requirement,Course Code,Course Title,Credits
"Molecular and Cell Biology, B.S.",Depth Coursework,PATH 640,General Virology-Multiplication of Viruses,3
"Molecular and Cell Biology, B.S.",Depth Coursework,SCI 240,Introduction to Discrete Mathematics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,MATH 340,Elementary Matrix and Linear Algebra,3
"Molecular and Cell Biology, B.S.",Depth Coursework,STAT 303,R for Statistics I,1
"Molecular and Cell Biology, B.S.",Depth Coursework,STAT 304,R for Statistics II,1
"Molecular and Cell Biology, B.S.",Depth Coursework,STAT 305,R for Statistics III,1
"Molecular and Cell Biology, B.S.",Depth Coursework,STAT 327,Learning a Statistical Language,1
"Molecular and Cell Biology, B.S.",Depth Coursework,STAT 333,Applied Regression Analysis,3
"Molecular and Cell Biology, B.S.",Depth Coursework,STAT 421,Applied Categorical Data Analysis,3
"Molecular and Cell Biology, B.S.",Depth Coursework,E 556,Systems Biology: Mammalian Signaling Networks,3
"Molecular and Cell Biology, B.S.",Depth Coursework,SCI 300,Programming II,3
"Molecular and Cell Biology, B.S.",Depth Coursework,SCI 368,Learning a Programming Language,1
"Molecular and Cell Biology, B.S.",Depth Coursework,SCI 540,Introduction to Artificial Intelligence,3
"Molecular and Cell Biology, B.S.",Depth Coursework,I 567,Medical Image Analysis,3
"Molecular and Cell Biology, B.S.",Depth Coursework,I 576,Introduction to Bioinformatics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,MICROBIO 657,Bioinformatics for Microbiologists,3
"Molecular and Cell Biology, B.S.",Laboratory COURSE,CHEM 327,Fundamentals of Analytical Science,4
"Molecular and Cell Biology, B.S.",Laboratory COURSE,CHEM 329,Fundamentals of Analytical Science,4
"Molecular and Cell Biology, B.S.",Laboratory COURSE,SCI 220,Data Science Programming I,4
"Molecular and Cell Biology, B.S.",Laboratory COURSE,MICROBIO 304,Biology of Microorganisms Laboratory,2
"Molecular and Cell Biology, B.S.",Laboratory COURSE,MICROBIO 657,Bioinformatics for Microbiologists,3
"Molecular and Cell Biology, B.S.",Laboratory COURSE,BIOL 681,Senior Honors Thesis,3
"Molecular and Cell Biology, B.S.",Laboratory COURSE,BIOL 691,Senior Thesis,3
"Molecular and Cell Biology, B.S.",Laboratory COURSE,BIOL 699,Directed Studies in Molecular Biology,1-4
"Molecular and Cell Biology, B.S.",Laboratory COURSE,ZOOLOGY 555,Laboratory in Developmental Biology,3
"Molecular and Cell Biology, B.S.",DIRECTED/INDEPENDENT STUDY,BIOL 699,Directed Studies in Molecular Biology,1-4
"Molecular and Cell Biology, B.S.",DIRECTED/INDEPENDENT STUDY,BIOL 682,Senior Honors Thesis,3
"Molecular and Cell Biology, B.S.",DIRECTED/INDEPENDENT STUDY,BIOL 692,Senior Thesis,3
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 237,Elementary/Intermediate Double Bass,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 215,Elementary/Intermediate Bassoon,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 235,Elementary/Intermediate Cello,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 211,Elementary/Intermediate Clarinet,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 223,Elementary/Intermediate Euphonium,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 207,Elementary/Intermediate Flute,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 240,Elementary/Intermediate Guitar,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 239,Elementary/Intermediate Harp,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 202,Elementary/Intermediate Harpsichord,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 217,Elementary/Intermediate Horn,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 227,Elementary/Intermediate Percussion,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 201,Elementary/Intermediate Piano,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 209,Elementary/Intermediate Oboe,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 203,Elementary/Intermediate Organ,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 213,Elementary/Intermediate Saxophone,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 221,Elementary/Intermediate Trombone,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 219,Elementary/Intermediate Trumpet,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 225,Elementary/Intermediate Tuba,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 233,Elementary/Intermediate Viola,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 231,Elementary/Intermediate Violin,2-4
"Music, B.A.",Non–L&S students pursuing an L&S major,PERF 205,Elementary/Intermediate Voice,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 237,Elementary/Intermediate Double Bass,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 215,Elementary/Intermediate Bassoon,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 235,Elementary/Intermediate Cello,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 211,Elementary/Intermediate Clarinet,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 223,Elementary/Intermediate Euphonium,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 207,Elementary/Intermediate Flute,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 240,Elementary/Intermediate Guitar,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 239,Elementary/Intermediate Harp,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 202,Elementary/Intermediate Harpsichord,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 217,Elementary/Intermediate Horn,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 227,Elementary/Intermediate Percussion,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 201,Elementary/Intermediate Piano,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 209,Elementary/Intermediate Oboe,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 203,Elementary/Intermediate Organ,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 213,Elementary/Intermediate Saxophone,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 221,Elementary/Intermediate Trombone,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 219,Elementary/Intermediate Trumpet,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 225,Elementary/Intermediate Tuba,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 233,Elementary/Intermediate Viola,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 231,Elementary/Intermediate Violin,2-4
"Music, B.A.",Performance Study  - three semesters in one of the Following areas:,PERF 205,Elementary/Intermediate Voice,2-4
"Music, B.A.","Music THEORY, MUSIC HISTORY, and Piano Skills",MUSIC 121,Musica Practica 1and  Musica Practica: Aural Skills 1,4
"Music, B.A.","Music THEORY, MUSIC HISTORY, and Piano Skills",MUSIC 122,Musica Practica 2and  Musica Practica: Aural Skills 2,4
"Music, B.A.","Music THEORY, MUSIC HISTORY, and Piano Skills",MUSIC 211,Survey of the History of Western Music,3
"Music, B.A.","Music THEORY, MUSIC HISTORY, and Piano Skills",MUSIC 212,Survey of the History of Western Music,3
"Music, B.A.","Music THEORY, MUSIC HISTORY, and Piano Skills",PERF 102,Beginning Class Piano (Students who enroll in Mus Perf 201 or Mus Perf 203 are exempt from this course requirement.) 1,2
"Music, B.A.",MUSIC CORE COURSES,MUSIC 221,Musica Practica 3and  Musica Practica: Aural Skills 3 (must be taken concurrently),
"Music, B.A.",MUSIC CORE COURSES,MUSIC 222,Musica Practica 4and  Musica Practica: Aural Skills 4 (must be taken concurrently),
"Music, B.A.",MUSIC CORE COURSES,FOLKLORE 402,Musical Cultures of the World,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 405,Seminar: Cultural Study of Music,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 411,Survey of Music in the Middle Ages,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 412,Survey of Music in the Renaissance,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 413,Survey of Music in the Baroque Era,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 414,Survey of Music in the Classic Era,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 415,Survey of Music in the Romantic Era,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 416,Survey of Music in the Twentieth Century,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 419,Music in the United States,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 511,Historical Performance Practices,
"Music, B.A.",MUSIC CORE COURSES,MUSIC 513,Survey of Opera,
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 40,Wind Ensemble,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 41,Concert Band,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 43,University Band,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 50,Concert Choir,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 52,Treble Choir,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 53,Choral Union,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 55,Masters' Singers,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 56,Chorale,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 58,Madrigal Singers,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 59,University Chorus,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 61,Chamber Orchestra,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 62,University Symphony Orchestra,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 107,Music & Film,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 201,Music and Society,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 221,Musica Practica 3,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 222,Musica Practica 4,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 229,Jazz Theory & Composition,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 252,Introduction to Conducting and Pedagogy,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 253,Conducting,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 254,Conducting,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 256,University Opera,1-2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 257,Opera Workshop,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 262,Jazz Ensemble,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 265,Ensemble-Woodwind,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 266,Black Music Ensemble,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 267,Ensemble-Brass,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 268,Ensemble-Percussion,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 269,Ensemble-String,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 270,Ensemble-Guitar,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 271,Musica Practica: Aural Skills 3,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 272,Musica Practica: Aural Skills 4,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",DANCE 318,Cultural Cross Currents: West African Dance/Music in the Americas,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 319,Topics in Music and Ethnicity in the United States,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 331,Jazz Improvisation,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 332,Jazz Improvisation,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 340,Pedagogy,1-2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 345,Practicum in String Pedagogy,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 346,Repertoire,1-2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",FOLKLORE 402,Musical Cultures of the World,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 405,Seminar: Cultural Study of Music,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 411,Survey of Music in the Middle Ages,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 412,Survey of Music in the Renaissance,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 413,Survey of Music in the Baroque Era,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 414,Survey of Music in the Classic Era,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 415,Survey of Music in the Romantic Era,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 416,Survey of Music in the Twentieth Century,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 419,Music in the United States,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 461,Collegium Musicum,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 466,Diction for Singers,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 467,Language Diction for Singing I,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 468,Language Diction for Singing II,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 497,Special Topics in Music,1-3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 499,Directed Study,1-3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 502,Figured Bass and Basso Continuo,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 511,Historical Performance Practices,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 513,Survey of Opera,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",MUSIC 523,Orchestration I,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 101,Beginning Class Piano,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 102,Beginning Class Piano,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 103,Elementary Class Piano,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 104,Intermediate Class Piano,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 108,Jazz Class Piano,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 143,Introduction to Performance: Voice,1
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 144,Vocal Instruction for Non-Voice Majors,1-2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 148,First Year Composition,3
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 200,Elementary/Intermediate Piano for Non-Piano Majors,2
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 201,Elementary/Intermediate Piano,2-4
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 202,Elementary/Intermediate Harpsichord,2-4
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 203,Elementary/Intermediate Organ,2-4
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 205,Elementary/Intermediate Voice,2-4
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 207,Elementary/Intermediate Flute,2-4
"Music, B.A.","MUSIC EMPHASIS -  electives to meet 42 credits IN THE MAJOR 2,3",PERF 209,Elementary/Intermediate Oboe,2-4
